Test,item,result,spec lower,spec upper,fill,Test_conditions,Spring,spec_result,Notes
Hold force,1738,4.15,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1739,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1740,4.125,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1741,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1742,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1743,3.975,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1744,3.975,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1745,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1746,3.825,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1747,4.25,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1748,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1749,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1750,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1751,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1752,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1753,3.85,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1754,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1755,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1756,3.8,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1757,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1758,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1759,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1760,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1761,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1762,3.95,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1763,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1764,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1765,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1766,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1767,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1768,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1769,3.8,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1770,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1771,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1772,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1773,3.85,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1774,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1775,3.95,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1776,3.85,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1777,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1778,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1779,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1780,3.85,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1781,3.975,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1782,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1783,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1784,3.975,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1785,3.975,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1786,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1787,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1788,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1789,3.975,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1790,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1791,3.45,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1792,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1793,4.05,,5,2.25ml,Standard,Strong,1.2,Hold force
Hold force,1794,4.05,,5,2.25ml,Standard,Strong,1.2,Hold force
Hold force,1795,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1796,4,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1797,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1798,3.3,,5,2.25ml,Standard,Strong,1.5,Hold force
Hold force,1799,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1800,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1801,3.675,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1802,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1803,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1804,3.85,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1805,3.35,,5,2.25ml,Standard,Strong,1.5,Hold force
Hold force,1806,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1807,3.675,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1808,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1809,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1810,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1811,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1812,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1813,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1814,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1815,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1816,3.975,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1817,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1818,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1819,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1820,3.85,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1821,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1822,3.6,,5,1ml,Standard,Weak,1.4,Hold force
Hold force,1823,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1824,3.825,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1825,3.75,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1826,3.75,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1827,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1828,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1829,3.825,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1830,3.825,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1831,3.8,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1832,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1833,3.6,,5,1ml,Standard,Weak,1.4,Hold force
Hold force,1834,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1835,4.125,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1836,3.825,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1837,3.9,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1838,4.05,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1839,4.05,,5,1ml,Standard,Weak,1.2,Hold force
Hold force,1840,3.675,,5,1ml,Standard,Weak,1.4,Hold force
Hold force,1841,3.75,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1842,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1843,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1844,3.7,,5,1ml,Standard,Weak,1.4,Hold force
Hold force,1845,3.825,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1846,3.95,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1847,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1848,3.45,,5,1ml,Standard,Weak,1.4,Hold force
Hold force,1849,3.6,,5,1ml,Standard,Weak,1.4,Hold force
Hold force,1850,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1851,3.825,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1852,3.75,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1853,3.75,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1854,3.75,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1855,3.975,,5,1ml,Standard,Weak,1.3,Hold force
Hold force,1856,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1857,3.825,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1858,3.975,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1859,3.95,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1860,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1861,3.825,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1862,3.975,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1863,3.825,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1864,4.1,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1865,4,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1866,3.7,,5,1ml,Standard,Strong,1.4,Hold force
Hold force,1867,3.975,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1868,3.975,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1869,3.75,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1870,3.95,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1871,3.95,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1872,3.825,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1873,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1874,4,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1875,3.8,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1876,4.1,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1877,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1878,3.75,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1879,4.25,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1880,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1881,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1882,4.1,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1883,3.95,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1884,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1885,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1886,3.75,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1887,3.7,,5,1ml,Standard,Strong,1.4,Hold force
Hold force,1888,4.05,,5,1ml,Standard,Strong,1.2,Hold force
Hold force,1889,3.9,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1890,3.95,,5,1ml,Standard,Strong,1.3,Hold force
Hold force,1891,3.65,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1892,3.9,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1893,3.675,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1894,3.675,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1895,3.85,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1896,3.8,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1897,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1898,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1899,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1900,3.6,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1901,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1902,3.675,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1903,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1904,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1905,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1906,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1907,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1908,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1909,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1910,3.825,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1911,3.8,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1912,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1913,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1914,3.7,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1915,3.7,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1916,3.7,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1917,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1918,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1919,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1920,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1921,3.7,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1922,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1923,3.8,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1924,3.7,,5,2.25ml,Standard,Weak,1.4,Hold force
Hold force,1925,3.75,,5,2.25ml,Standard,Weak,1.3,Hold force
Hold force,1926,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1927,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1928,3.675,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1929,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1930,3.6,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1931,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1932,3.7,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1933,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1934,3.65,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1935,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1936,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1937,3.85,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1938,3.5,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1939,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1940,3.55,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1941,3.65,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1942,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1943,3.825,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1944,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1945,3.6,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1946,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1947,3.15,,5,2.25ml,Standard,Strong,1.6,Hold force
Hold force,1948,3.6,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1949,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1950,3.7,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1951,3.6,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1952,3.7,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1953,3.55,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1954,3.9,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1955,3.65,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1956,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1957,3.6,,5,2.25ml,Standard,Strong,1.4,Hold force
Hold force,1958,3.75,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1959,3.95,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1960,3.8,,5,2.25ml,Standard,Strong,1.3,Hold force
Hold force,1961,4.125,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1962,4,,5,1ml,Warm,Weak,1.3,Hold force
Hold force,1963,4,,5,1ml,Warm,Weak,1.3,Hold force
Hold force,1964,4.1,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1965,4,,5,1ml,Warm,Weak,1.3,Hold force
Hold force,1966,3.6,,5,1ml,Warm,Weak,1.4,Hold force
Hold force,1967,3.5,,5,1ml,Warm,Weak,1.4,Hold force
Hold force,1968,4.1,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1969,4,,5,1ml,Warm,Weak,1.3,Hold force
Hold force,1970,4.05,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1971,4.1,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1972,4.1,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1973,4,,5,1ml,Warm,Weak,1.3,Hold force
Hold force,1974,4.05,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1975,3.975,,5,1ml,Warm,Weak,1.3,Hold force
Hold force,1976,4.05,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1977,4.1,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1978,4,,5,1ml,Warm,Weak,1.3,Hold force
Hold force,1979,3.9,,5,1ml,Warm,Weak,1.3,Hold force
Hold force,1980,4.2,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1981,3.975,,5,1ml,Warm,Weak,1.3,Hold force
Hold force,1982,4.125,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1983,4.05,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1984,4.05,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1985,4.05,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1986,4.05,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1987,4.05,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1988,4.125,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1989,4.2,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1990,4.1,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1991,4.1,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1992,4.05,,5,1ml,Warm,Weak,1.2,Hold force
Hold force,1993,4,,5,1ml,Warm,Weak,1.3,Hold force
Hold force,1994,3.55,,5,1ml,Warm,Weak,1.4,Hold force
Hold force,1995,3.525,,5,1ml,Warm,Weak,1.4,Hold force
Hold force,1996,4.05,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,1997,4.125,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,1998,4.05,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,1999,4.125,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2000,3.9,,5,1ml,Warm,Strong,1.3,Hold force
Hold force,2001,4.05,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2002,4.125,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2003,4,,5,1ml,Warm,Strong,1.3,Hold force
Hold force,2004,4.2,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2005,4.125,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2006,4.125,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2007,4.05,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2008,4.05,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2009,4.125,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2010,4.05,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2011,4.2,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2012,4.05,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2013,4.1,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2014,4.15,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2015,3.9,,5,1ml,Warm,Strong,1.3,Hold force
Hold force,2016,4.05,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2017,4.1,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2018,4.2,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2019,4.05,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2020,4.1,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2021,4.125,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2022,4.05,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2023,3.975,,5,1ml,Warm,Strong,1.3,Hold force
Hold force,2024,4.2,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2025,4.275,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2026,4.2,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2027,4,,5,1ml,Warm,Strong,1.3,Hold force
Hold force,2028,4.05,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2029,4.1,,5,1ml,Warm,Strong,1.2,Hold force
Hold force,2030,4,,5,1ml,Warm,Strong,1.3,Hold force
Hold force,2031,3.9,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2032,4,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2033,4.05,,5,2.25ml,Warm,Weak,1.2,Hold force
Hold force,2034,3.9,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2035,4,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2036,3.9,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2037,3.825,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2038,3.85,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2039,3.9,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2040,3.9,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2041,3.85,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2042,3.8,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2043,3.75,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2044,3.9,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2045,3.95,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2046,3.9,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2047,3.9,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2048,3.9,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2049,3.9,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2050,3.8,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2051,4,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2052,3.9,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2053,3.9,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2054,3.85,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2055,3.95,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2056,3.975,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2057,3.9,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2058,3.75,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2059,3.75,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2060,3.85,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2061,3.6,,5,2.25ml,Warm,Weak,1.4,Hold force
Hold force,2062,3.975,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2063,3.9,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2064,3.9,,5,2.25ml,Warm,Weak,1.3,Hold force
Hold force,2065,4.05,,5,2.25ml,Warm,Weak,1.2,Hold force
Hold force,2066,3.9,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2067,3.8,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2068,3.8,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2069,3.95,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2070,3.975,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2071,3.975,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2072,3.9,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2073,3.9,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2074,3.825,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2075,3.9,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2076,3.95,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2077,3.9,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2078,3.95,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2079,3.9,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2080,3.825,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2081,3.9,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2082,3.95,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2083,4,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2084,3.9,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2085,3.8,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2086,3.85,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2087,3.9,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2088,3.85,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2089,3.825,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2090,3.975,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2091,3.95,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2092,3.675,,5,2.25ml,Warm,Strong,1.4,Hold force
Hold force,2093,4,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2094,3.975,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2095,3.9,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2096,3.8,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2097,3.9,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2098,3.9,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2099,3.9,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2100,3.825,,5,2.25ml,Warm,Strong,1.3,Hold force
Hold force,2101,3.9,,5,1ml,Cool,Weak,1.3,Hold force
Hold force,2102,4.05,,5,1ml,Cool,Weak,1.2,Hold force
Hold force,2103,3.9,,5,1ml,Cool,Weak,1.3,Hold force
Hold force,2104,3.95,,5,1ml,Cool,Weak,1.3,Hold force
Hold force,2105,3.975,,5,1ml,Cool,Weak,1.3,Hold force
Hold force,2106,4.05,,5,1ml,Cool,Weak,1.2,Hold force
Hold force,2107,4,,5,1ml,Cool,Weak,1.3,Hold force
Hold force,2108,4.05,,5,1ml,Cool,Weak,1.2,Hold force
Hold force,2109,4.05,,5,1ml,Cool,Weak,1.2,Hold force
Hold force,2110,3.75,,5,1ml,Cool,Weak,1.3,Hold force
Hold force,2111,3.825,,5,1ml,Cool,Weak,1.3,Hold force
Hold force,2112,3.9,,5,1ml,Cool,Weak,1.3,Hold force
Hold force,2113,4,,5,1ml,Cool,Weak,1.3,Hold force
Hold force,2114,3.9,,5,1ml,Cool,Weak,1.3,Hold force
